"","rowname","resHeaders","Headquarters","Value.chain","Website","Species","Production.process","Industry..Applications.","Industry.subsector.tags","Investors","Association.focus","Founding year","Annual production (wet weight)","Start-up/scale-up?","Investments","Total disclosed investments since 2020","Development stage","Grants associated","Researchers associated","Team","SEO:Slug","SEO:Index"
"746",746,"Point Judith Kelp Company","USA","Farming & harvesting","https://www.pointjudithkelp.com/","Saccharina latissima","Aquaculture","","","","","2016","0 - 10 tonnes","","","$0","","","","","point-judith-kelp-company","true"
"747",747,"Polar Algae","Norway","Farming & harvesting","https://www.polaralgae.no/","Ascophyllum nodosum","Harvesting","","","","","2016","0 - not started yet","","","$0","Pilot / Demonstration","","","Female CEO
Female founded","polar-algae","true"
"748",748,"Polaralge","Norway","Farming & harvesting
Breeding & propagation","https://algenett.no/Deltakere/?Article=19","","Aquaculture","","","","","2013","0 - 10 tonnes","","","$0","","","","","polaralge","true"
"749",749,"Polygal","Switzerland","Applications","https://www.polygal.ch/","","","Hydrocolloids","Alginate","","","","","","","$0","","","","","polygal","true"
"750",750,"Polysaccharide Corp","Philippines","Applications","","","","","","","","","","","","$0","","","","","polysaccharide-corp","true"
"751",751,"Porto-Muiños","Spain","Farming & harvesting","https://www.portomuinos.com/","Chondrus crispus
Codium sp.
Gigartina pistillata
Himanthalia elongata
Laminaria ochroleuca","Harvesting","","","","","1998","100 - 1000 tonnes","","","$0","","","","","porto-muiños","true"
"752",752,"Premium Seas","New Zealand","Farming & harvesting","https://www.premiumseas.co.nz/","Ecklonia radiata","Aquaculture","","","","","2020","","","","$0","Pilot / Demonstration","$3,423,371","","Male CEO
Male founded","premium-seas","true"
"753",753,"Primary Ocean Producers","USA","Farming & harvesting","http://www.primaryocean.com/","","Aquaculture","","","For Good Ventures
ARPA-E","","2017","0 - not started yet","","","$0","Research / product development","","","Male CEO
Male founded","primary-ocean-producers","true"
"754",754,"Primasea","Brazil","Farming & harvesting
Applications","http://primasea.com/","Lithothamnium sp.","Harvesting","Plant & soil nutrition
Feed","","","","2004","","","","$0","","","","","primasea","true"
"755",755,"Pristine Coasts","Ireland","Lab analysis","https://pristinecoasts.com/","","","","","","","","","","","$0","","","","","pristine-coasts","true"
"756",756,"Proagar","Chile","Applications","","","","Hydrocolloids","Agar","","","","","","","$0","","","","","proagar","true"
"757",757,"Prodotti Arca","Italy","Applications","https://www.prodottiarca.it/algae/","","","Feed","Livestock feed","","","","","","","$0","","","","","prodotti-arca","true"
"758",758,"Prospersea","Brazil","Farming & harvesting
Applications
Processing / Biorefinery","https://www.prospersea.com/","Kappaphycus alvarezii","Aquaculture","Plant & soil nutrition","","","","2020","","","","$0","Pilot / Demonstration","","","","prospersea","true"
"759",759,"PSW Peruvian Seaweeds","Peru","Farming & harvesting
Applications","https://www.pswsa.com/","","Harvesting","Feed
Plant & soil nutrition
Nutraceuticals","","","","2000","","","","$0","","","","","psw-peruvian-seaweeds","true"
"760",760,"Puerto Princesa & Palawan Seaweed Network","Philippines","Farming & harvesting","","","Aquaculture","","","","","","","","","$0","","","","","puerto-princesa--palawan-seaweed-network","true"
"761",761,"Puget Sound Restoration Fund","Canada","Conservation & restoration","https://restorationfund.org/programs/bullkelp/","","","","","","","","","","","$0","","$1,500,000
$1,403,554
$229,527","","","puget-sound-restoration-fund","true"
"762",762,"Pull to refresh","USA","Farming & harvesting
Applications","https://pulltorefresh.team/","","Aquaculture
Offshore","Carbon sequestration","","","","2021","0 - not started yet","","","$0","Research / product development","","","","pull-to-refresh","true"
"763",763,"Puning Huixiang Seaweed Industry Co., Ltd","China","Applications","http://www.shiyongjiao.cn/space410/","E. cottonii","","Hydrocolloids","Carrageenan
Agar","","","1991","","","","$0","","","","","puning-huixiang-seaweed-industry-co-ltd","true"
"764",764,"PuntaMar","Chile","Farming & harvesting","https://www.linkedin.com/in/puntamar-chile-2a49b21a8/","Lessonia trabeculata
Lessonia nigrescens
Macrocystis pyrifera
Durvillaea antartica","Harvesting","","","","","","1000 - 10 000 tonnes","","","$0","","","","","puntamar","true"
"765",765,"Pura Bioglitter","Brazil","Applications","https://www.purabioglitter.com.br/","","","Bioplastics","","Blue Bio Value","","2016","","","","$0","Scale-up / Industrialisation","","","","pura-bioglitter","true"
"766",766,"Pure Algae","Denmark","Infrastructure & equipment","https://www.purealgae.dk/","","Aquaculture
Land-based","","","Blue Bio Value
Angel investors (various)","","2018","","","$325,000","$325,000","Pilot / Demonstration","","","Male CEO
Male founded","pure-algae","true"
"767",767,"Pure Ocean Algae","Ireland","Farming & harvesting
Applications","https://www.pureoceanalgae.ie/","Palmaria palmata","Aquaculture
Land-based","Food","","","","2019","0 - not started yet","","","$0","Pilot / Demonstration","","","","pure-ocean-algae","true"
"768",768,"Purify Co","Australia","Applications","https://www.purifyco.com.au/","","","Personal care","","","","2020","","","","$0","Validation / Traction","","","","purify-co","true"
"769",769,"Pursea","Norway","Farming & harvesting","https://pursea.no/en/","","Aquaculture","","","","","2019","0 - not started yet","","","$0","Research / product development","","","Male CEO
Male founded","pursea","true"
"770",770,"Putian City Chengxiang Zone Jingyi Seaweed Co., Ltd","China","Applications","http://www.jingyi-agar.com/","","","Hydrocolloids","Agar","","","1995","","","","$0","","","","","putian-city-chengxiang-zone-jingyi-seaweed-co-ltd","true"
"771",771,"Pyratex (Pyrates)","Spain","Applications","https://www.pyratexfabrics.com/","","","Textiles","","Waveform Investments
ASICS","","2014","","","$680,000","$680,000","Validation / Traction","","","","pyratex-pyrates","true"
"772",772,"Qin Kouqi","China","Farming & harvesting
Applications","http://www.qinkouqi.com/","Porphyra yezoensis","","Food","Dried/raw seaweed","","","1982","","","","$0","","","","","qin-kouqi","true"
"773",773,"Qingdao Blue Treasure Seaweed Biotech Co, LTD","China","Applications
Farming & harvesting","http://www.bluealga.com/en/product-27692-119915.html","Sargassum sp.
Ascophyllum nodosum","","Plant & soil nutrition","","","","2010","","","","$0","","","","","qingdao-blue-treasure-seaweed-biotech-co-ltd","true"
"774",774,"Qingdao Brightmoon Seaweed Group","China","Farming & harvesting
Applications","http://www.bmsg.com/en","","","Hydrocolloids
Plant & soil nutrition","Alginate","","","1968","100 000 - 1 000 000 tonnes","","","$0","","","","","qingdao-brightmoon-seaweed-group","true"
"775",775,"Qingdao Fengrun Seaweed Co.","China","Farming & harvesting
Applications","http://www.fengrunseaweed.com/","","","Hydrocolloids","Alginate","","","","","","","$0","","","","","qingdao-fengrun-seaweed-co","true"
"776",776,"Qingdao Fuhua Seaweed Co., Ltd.","China","Farming & harvesting
Applications","https://www.guicong.com/qiye3jx6z47y6/","","","Hydrocolloids","Alginate","","","","","","","$0","","","","","qingdao-fuhua-seaweed-co-ltd","true"
"777",777,"Qingdao Gather Great Ocean Algae Industry Group Co. (Judayang)","China","Farming & harvesting
Applications","https://en.judayang.com/","","","Hydrocolloids
Plant & soil nutrition
Food","Alginate
Carrageenan","","","2000","10 000 - 100 000 tonnes","","","$0","","","","","qingdao-gather-great-ocean-algae-industry-group-co-judayang","true"
"778",778,"Qingdao Gfuri Seaweed Industrial Co., Ltd.","China","Applications","http://www.gfuri.com/cn/","","","Plant & soil nutrition
Hydrocolloids","Alginate","","","2001","","","","$0","","","","","qingdao-gfuri-seaweed-industrial-co-ltd","true"
"779",779,"Qingdao Haijingling Seaweed Biotechnology Group Co.,Ltd","China","Farming & harvesting
Applications","https://www.jlfert.com/","","","Plant & soil nutrition","","","","2006","","","","$0","","","","","qingdao-haijingling-seaweed-biotechnology-group-coltd","true"
"780",780,"Qingdao Haizhilin Biology Technology Development Co., Ltd","China","Farming & harvesting","http://hyzlin.foodmate.net/","","","Hydrocolloids","Alginate","","","","","","","$0","","","","","qingdao-haizhilin-biology-technology-development-co-ltd","true"
"781",781,"Qingdao Hisea Chem Co., Ltd","China","Applications","https://www.hiseachem.com/Seaweed-fertilizer-id3483978.html","","","Plant & soil nutrition","","","","1996","","","","$0","","","","","qingdao-hisea-chem-co-ltd","true"
"782",782,"Qingdao Hongxin Seaweed Co., Ltd","China","Applications","http://www.hongxinalgin.com/","","","Plant & soil nutrition
Hydrocolloids","Alginate","","","2006","","","","$0","","","","","qingdao-hongxin-seaweed-co-ltd","true"
"783",783,"Qingdao Jiashidi Seaweed Co., Ltd","China","Applications","www.jsdseaweed.com","","","Hydrocolloids","Alginate","","","2002","","","","$0","","","","","qingdao-jiashidi-seaweed-co-ltd","true"
"784",784,"Qingdao Jiulong Seaweed Industry Company","China","Applications","http://www.jiulonghezao.com/en/about.html","","","Hydrocolloids","Alginate","","","1988","","","","$0","","","","","qingdao-jiulong-seaweed-industry-company","true"
"785",785,"Qingdao Jiyuan Seaweed Co., Ltd","China","Applications","http://en.qyk.sjfzxm.com/en/com/201412/13/628137.htm","","","Plant & soil nutrition
Feed
Hydrocolloids","Alginate","","","1999","","","","$0","","","","","qingdao-jiyuan-seaweed-co-ltd","true"
"786",786,"Qingdao Libangda Marine Technology Co","China","Applications
Farming & harvesting","http://en.libangda.com/","Gracilaria sp.","Aquaculture","Hydrocolloids","Agar","","","1996","","","","$0","","","","","qingdao-libangda-marine-technology-co","true"
"787",787,"Qingdao Liyang Seaweed Industrial Co., Ltd","China","Applications","http://www.alginategum.com","","","Plant & soil nutrition
Food","Alginate","","","","","","","$0","","","","","qingdao-liyang-seaweed-industrial-co-ltd","true"
"788",788,"Qingdao Lunda Seaweed Co., Ltd","China","Applications","https://www.listofcompaniesin.com/Qingdao_Lunda_Seaweed_Co_Ltd_Company_2052957.html","","","Hydrocolloids","Alginate","","","2007","","","","$0","","","","","qingdao-lunda-seaweed-co-ltd","true"
"789",789,"Qingdao Nanshan Seaweed Co., Ltd","China","Applications","http://shmilcnc.zgwqbwb.com/","","","Hydrocolloids","Alginate","","","2003","","","","$0","","","","","qingdao-nanshan-seaweed-co-ltd","true"
"790",790,"Qingdao Richstar Seaweed Industrial Co., Ltd","China","Applications","https://www.exporthub.com/qingdao-richstar-seaweed-industrial-co-ltd-679531/","","","Hydrocolloids","Alginate","","","","","","","$0","","","","","qingdao-richstar-seaweed-industrial-co-ltd","true"
"791",791,"Qingdao Rongde Seaweed Co, Ltd","China","Applications","http://www.rongdecn.com/","","","Hydrocolloids
Plant & soil nutrition","Alginate","","","","","","","$0","","","","","qingdao-rongde-seaweed-co-ltd","true"
"792",792,"Qingdao Sea Exquisite Group","China","Applications
Farming & harvesting","www.hllhzf.com","Ascophyllum nodosum","","Plant & soil nutrition","","","","2016","","","","$0","","","","","qingdao-sea-exquisite-group","true"
"793",793,"Qingdao Sea Grape Organic Green Algae Research and Development Co., Ltd.","China","Farming & harvesting
Applications","http://www.qdhaiputao.edcn.net/introduce/","Caulerpa lentillifera","","Food","","","","2000","","","","$0","","","","","qingdao-sea-grape-organic-green-algae-research-and-development-co-ltd","true"
"794",794,"Qingdao Seawin Biotech Group","China","Applications
Farming & harvesting","http://www.coub.cn/home.html","Laminaria sp.
Ulva intestinalis","Aquaculture
Harvesting","Food
Plant & soil nutrition
HABs
Nutraceuticals","","","","2000","","","","$0","","","","","qingdao-seawin-biotech-group","true"
"795",795,"Qingdao Shuangcheng Seaweed Co.,","China","Farming & harvesting
Applications","http://www.shchseaweed.com/","","","Hydrocolloids","Alginate","","","","1000 - 10 000 tonnes","","","$0","","","","","qingdao-shuangcheng-seaweed-co","true"
"796",796,"Qingdao Sinta Biotechnology Co., Ltd","China","Applications
Farming & harvesting","http://www.sintabio.com/","","","Plant & soil nutrition","","","","2016","","","","$0","","","","","qingdao-sinta-biotechnology-co-ltd","true"
"797",797,"Qingdao Textile Group","China","Farming & harvesting
Applications","https://www.linkedin.com/company/sinowell-textile/","","","Textiles","","","","","","","","$0","","","","","qingdao-textile-group","true"
"798",798,"Qingdao Waves Algal Biological Technology Co., Ltd","China","Applications","http://www.julangfert.com/","","","Plant & soil nutrition
Hydrocolloids","Alginate","","","2010","","","","$0","","","","","qingdao-waves-algal-biological-technology-co-ltd","true"
"799",799,"Qingdao Yuguang Seaweed Co., Ltd","China","Farming & harvesting","https://m.liepin.com/company/gs11379937/","","Aquaculture","Hydrocolloids","Alginate","","","2001","","","","$0","","","","","qingdao-yuguang-seaweed-co-ltd","true"
"800",800,"Qingdao Yulong Algae Co., Ltd","China","Applications
Farming & harvesting","http://www.yl-algae.com/","","Aquaculture","Pharmaceuticals
Nutraceuticals","Alginate","","","1991","","","","$0","","","","","qingdao-yulong-algae-co-ltd","true"
"801",801,"Qingdao Zefeng Seaweed Chemical Co., Ltd","China","Applications","http://www.chinazefeng.com/","","","Hydrocolloids","Alginate
Carrageenan","","","2014","","","","$0","","","","","qingdao-zefeng-seaweed-chemical-co-ltd","true"
"802",802,"Quality Sea Veg","Ireland","Farming & harvesting","https://qualityseaveg.ie/","Alaria esculenta
Chondrus crispus
Fucus serratus
Himanthalia elongata
Laminaria digitata","Harvesting","Food","","","","","","","","$0","","","","","quality-sea-veg","true"
"803",803,"Quality Seaweeds","New Zealand","Farming & harvesting","https://www.qualityseaweeds.co.nz/","","Harvesting","Plant & soil nutrition","","","","","","","","$0","","","","","quality-seaweeds","true"
"804",804,"Quanzhou Quangang Keshan Seaweed Co., Ltd","China","Applications
Farming & harvesting","http://www.qzkshz.cn/","Ulva intestinalis
Gracilaria sp.","","Feed","Aquafeed","","","2002","","","","$0","","","","","quanzhou-quangang-keshan-seaweed-co-ltd","true"
